File_1,File_2,Label,L0,L1,L2,L3,L4,L5,L6,Notes,Human_Label
684272.py,777340.py,0,0,0,0,0,0,0,0,Commented isalpha helper vs cad/baile/sw template; unrelated.,0
134105.py,134206.py,0,0,0,0,0,0,0,0,Two different odd approaches (aux=2/aux=1 reset vs parallel upper/lower copies with slicing); no shared origin.,0
682525.py,695038.py,0,0,0,0,0,0,0,0,list(cad) helper printing per char vs inline count%2 elif chain; independent.,0
134206.py,681835.py,0,0,0,0,0,0,0,0,Parallel-case slicing hack vs canonical isalpha helper; unrelated.,0
133937.py,777321.py,0,0,0,0,0,0,0,0,n/x counter family vs cad/baile/sw family; unrelated.,0
134294.py,777354.py,0,0,0,0,0,0,0,0,Print-per-char counter family vs cad/baile/sw accumulation family; unrelated.,0
685031.py,777270.py,0,0,0,0,0,0,0,0,make_dancing_string helper vs cad/baile/sw template; unrelated.,0
687509.py,695038.py,0,0,0,0,0,0,0,0,enumerate isalpha helper vs terse inline loop over list(input()); independent.,0
143161.py,687594.py,0,0,0,0,0,0,0,0,stdin/stdout with ord comparisons vs nov_bai isalpha helper; independent.,0
777371.py,777440.py,1,0,1,0,0,0,0,0,Same code; only a trailing '# mayuscula' comment and trailing space differ.,1
147710.py,777273.py,0,0,0,0,0,0,0,0,n/x counter family vs cad/baile/sw family; unrelated.,0
134226.py,777356.py,0,0,0,0,0,0,0,0,n/x counter family vs cad/baile/sw family; unrelated.,0
742516.py,742520.py,1,1,0,0,0,0,0,0,Byte-for-byte identical including the buffered output built in f.,1
134369.py,147214.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
761758.py,762232.py,1,1,0,0,0,0,0,0,Byte-for-byte identical including the unused variable q.,1
742516.py,786177.py,0,0,0,0,0,0,0,0,c1/c2 buffered inline solution vs isalpha helper; unrelated.,0
684402.py,777341.py,0,0,0,0,0,0,0,0,make_dancing_string helper vs cad/baile/sw template; unrelated.,0
683736.py,742577.py,0,0,0,0,0,0,0,0,frase print-per-char family vs c1/c2 accumulation family; unrelated.,0
681679.py,685310.py,1,0,1,0,0,0,0,0,"Identical helper and driver including the distinctive empty-prompt calls input(""""); one version just adds comments/blank lines.",1
777354.py,777355.py,1,1,0,0,0,0,0,0,Identical apart from one space after a semicolon.,1
742627.py,777281.py,1,0,1,1,0,0,0,0,Same template statement for statement (range(1 n+1) loop; sw=0 flag; space passthrough); identifiers renamed and comments added.,1
147214.py,681552.py,0,0,0,0,0,0,0,0,Terse print-per-char loop vs enumerate helper with an i==0 special case; independent.,0
143831.py,792290.py,0,0,0,0,0,0,0,0,while-loop index accumulation vs list-based for loop with continue; independent.,0
777293.py,777310.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
781288.py,798958.py,1,0,1,1,0,1,0,0,Same statement sequence and contador%2 pattern with increment after the branch; counter renamed and its declaration moved above/below the accumulator.,1
777736.py,799313.py,0,0,0,0,0,0,0,0,sw flip-flop template vs independent counter-mod accumulation; toggle mechanism differs.,0
691074.py,785878.py,0,0,0,0,0,0,0,0,nov_bai isalpha helper vs bailarin using ord(letra)!=32; independent.,0
134429.py,134463.py,1,0,1,1,0,0,0,0,Identical one-space-indented 'letra' solution; a single variable renamed (x vs a).,1
777287.py,777332.py,1,0,1,1,0,0,0,0,Identical template; accumulator renamed bailarina vs baile only.,1
777273.py,777356.py,1,0,1,0,0,0,0,0,Same elif-variant of the template; differs only in indentation width and += vs concatenation.,1
742511.py,742558.py,1,1,0,0,0,0,0,0,Identical apart from insignificant spacing.,1
777234.py,777270.py,1,0,1,1,0,0,0,0,Identical template; accumulator renamed bail vs baile plus spacing and a comment.,1
681979.py,761518.py,0,0,0,0,0,0,0,0,isalpha list helper vs terse inline cont flag; independent.,0
149231.py,684499.py,0,0,0,0,0,0,0,0,One-line ternary with isspace vs vc() building an uppercased copy with ord checks; independent.,0
781392.py,792360.py,0,0,0,0,0,0,0,0,Helper with counter-decrement trick vs inline ord arithmetic; independent.,0
685273.py,685347.py,1,1,0,0,0,0,0,0,Identical apart from trailing whitespace.,1
777792.py,777794.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
134072.py,777321.py,0,0,0,0,0,0,0,0,n/x counter family vs cad/baile/sw family; unrelated.,0
684883.py,777299.py,0,0,0,0,0,0,0,0,isalpha helper vs cad/baile/sw template; unrelated.,0
693100.py,711015.py,0,0,0,0,0,0,0,0,Verbose Spanish while-loop with bandera vs convierte() using ord comparisons; independent.,0
143804.py,787865.py,0,0,0,0,0,0,0,0,ASCII-range arithmetic vs simple upper/lower helper; independent.,0
718122.py,143394.py,1,0,1,1,1,1,0,0,Shares the distinctive c=-1 / c=c*-1 sign-flip toggle and identical loop shape; the flip statement is duplicated into both branches in one version.,1
134425.py,134427.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
681979.py,777340.py,0,0,0,0,0,0,0,0,make_dancing_string helper vs cad/baile/sw template; unrelated.,0
685031.py,777341.py,0,0,0,0,0,0,0,0,make_dancing_string helper vs cad/baile/sw template; unrelated.,0
777349.py,777353.py,1,0,1,1,0,0,0,0,Identical template; accumulator renamed and spacing normalized.,1
134128.py,134364.py,1,1,0,0,0,0,0,0,Byte-for-byte identical including the one-space indentation.,1
143791.py,783732.py,0,0,0,0,0,0,0,0,isspace print-per-char with contador=2 vs isalpha accumulation; independent.,0
699134.py,777255.py,0,0,0,0,0,0,0,0,Pre-lowercased toggle vs continue-based accumulation; independent.,0
682719.py,777337.py,0,0,0,0,0,0,0,0,Commented isalpha helper vs cad/baile/sw template; unrelated.,0
685310.py,700451.py,0,0,0,0,0,0,0,0,isalpha helper vs list/ord arithmetic with ban=1-ban; independent.,0
134310.py,777355.py,0,0,0,0,0,0,0,0,Print-per-char counter family vs cad/baile/sw family; unrelated.,0
695038.py,778654.py,0,0,0,0,0,0,0,0,elif chain over count%2 vs continue with increment-before-test; independent.,0
134369.py,761758.py,0,0,0,0,0,0,0,0,Terse print-per-char loop vs bailarina() helper; independent.,0
762155.py,792360.py,0,0,0,0,0,0,0,0,Both do ord arithmetic but with quite different structure and the switch/mayus/minu idiom appears in only one.,0
744317.py,792290.py,0,0,0,0,0,0,0,0,Helper with empty-string guard vs inline list loop; only the generic continue-on-space idiom is shared.,0
684499.py,759949.py,0,0,0,0,0,0,0,0,vc() with an uppercased copy vs alphabet-membership check on a lowercased line; independent.,0
147958.py,148393.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
682646.py,682719.py,1,0,1,1,0,0,0,0,Same helper body and driver shape; renamed (res/mayus vs nueva_cadena/es_mayuscula) with comments added.,1
681725.py,681835.py,1,0,1,0,0,0,0,0,Same code with identical identifiers; one version merely has blank lines inserted between every statement.,1
143113.py,143126.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
777304.py,777350.py,1,0,1,1,0,0,0,0,Same template; accumulator renamed (bl vs ba) with minor statement-joining and paren style changes.,1
683715.py,683718.py,1,0,1,1,0,0,0,0,Identical inline isalpha/toggle block statement for statement; only identifiers differ.,1
681552.py,787865.py,0,0,0,0,0,0,0,0,enumerate helper with an i==0 special case vs simple conv() on '!= space'; independent.,0
143791.py,778654.py,0,0,0,0,0,0,0,0,isspace print-per-char vs continue-based accumulation; independent.,0
134105.py,682460.py,0,0,0,0,0,0,0,0,aux=2/aux=1 reset hack vs canonical isalpha list helper; unrelated.,0
777241.py,777247.py,1,0,1,1,0,0,0,0,Identical template; accumulator renamed baile vs bailarina plus comment and spacing changes.,1
147598.py,147947.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
682646.py,777311.py,0,0,0,0,0,0,0,0,isalpha helper vs cad/baile/sw template; unrelated.,0
682139.py,777348.py,0,0,0,0,0,0,0,0,Helper plus main() vs cad/bailarina/sw template; unrelated.,0
712316.py,759999.py,1,0,1,1,0,0,0,0,Identical inline isalpha/flag block line for line; only identifiers differ (verif vs is_upper etc.).,1
687509.py,777337.py,0,0,0,0,0,0,0,0,enumerate isalpha helper vs cad/baile/sw template; unrelated.,0
742709.py,790343.py,0,0,0,0,0,0,0,0,ord arithmetic over a collected list vs counter-decrement with min/max variables; independent.,0
687148.py,687594.py,1,1,0,0,0,0,0,0,Identical apart from one trailing whitespace character.,1
681979.py,684272.py,1,0,1,1,0,0,0,0,Same list-append helper and driver with matching non-generic comments (Leer la cadena de texto / Imprimir el resultado); function and variable names differ.,1
147390.py,147393.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
143545.py,149231.py,0,0,0,0,0,0,0,0,please() with ord ranges and g=1/2 vs a one-line ternary; independent.,0
684383.py,777311.py,0,0,0,0,0,0,0,0,isalpha helper vs cad/baile/sw template; unrelated.,0
681679.py,700451.py,0,0,0,0,0,0,0,0,isalpha helper vs list/ord arithmetic with ban=1-ban; independent.,0
681725.py,743037.py,0,0,0,0,0,0,0,0,isalpha helper vs c1/c2 inline template; unrelated.,0
143698.py,145285.py,1,1,0,0,0,0,0,0,Identical apart from trailing blank lines.,1
132244.py,143199.py,0,0,0,0,0,0,0,0,upper()/lower() print with sw=True vs chr(ord()-32) on a lowercased line; different techniques.,0
147367.py,694470.py,0,0,0,0,0,0,0,0,List-append with c%2 vs space-stripping and re-insertion; independent.,0
147367.py,777320.py,0,0,0,0,0,0,0,0,List-append helperless loop vs cad/baile/sw template; unrelated.,0
742574.py,742577.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
143545.py,785894.py,0,0,0,0,0,0,0,0,please() with ord ranges vs plain inline boolean toggle; independent.,0
684366.py,760031.py,0,0,0,0,0,0,0,0,isalpha helper vs pre-lowercased cont%2 loop with range(n+1); independent.,0
683319.py,777270.py,0,0,0,0,0,0,0,0,isalpha helper vs cad/baile/sw template; unrelated.,0
777286.py,785878.py,0,0,0,0,0,0,0,0,cad/baile/sw template vs bailarin() using ord(letra)!=32; unrelated.,0
777339.py,777348.py,1,0,1,1,0,0,0,0,Identical template; accumulator renamed baile vs bailarina only.,1
743318.py,783625.py,1,0,1,1,0,0,0,0,Same helper body and driver statement for statement; identifiers renamed (resultado/es_mayuscula vs s/May).,1
684123.py,684176.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
147901.py,785878.py,0,0,0,0,0,0,0,0,while-countdown printing per char vs helper using ord()!=32; independent.,0
134294.py,777353.py,0,0,0,0,0,0,0,0,Print-per-char counter family vs cad/baile/sw family; unrelated.,0
133900.py,143211.py,0,0,0,0,0,0,0,0,Accumulator with d=2 counter vs print-per-char with counter decrement on spaces; independent.,0
777303.py,783625.py,0,0,0,0,0,0,0,0,cad/baile/sw inline template vs isalpha helper function; unrelated.,0
699134.py,729214.py,0,0,0,0,0,0,0,0,Terse inline pre-lowercased loop vs commented helper with main(); independent.,0
132456.py,685310.py,0,0,0,0,0,0,0,0,Pre-lowercased cont%2 loop with range(n+1) bug vs isalpha helper; independent.,0
134159.py,801329.py,0,0,0,0,0,0,0,0,n/x counter family vs solve() with abs(sw-1) and an empty-line special case; independent.,0
760008.py,782005.py,0,0,0,0,0,0,0,0,isalpha helper collecting results vs sys.stdin ord arithmetic; independent.,0
796995.py,796996.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
143797.py,744348.py,0,0,0,0,0,0,0,0,ASCII-range arithmetic vs isalpha helper with sys.stdin; unrelated.,0
697252.py,766470.py,0,0,0,0,0,0,0,0,explorer() printing inside the helper with i=-1 pre-increment vs volverCadenaBailarina with a var=' ' default; independent.,0
682543.py,796996.py,0,0,0,0,0,0,0,0,Print-per-char with continue vs accumulation with explicit letter-range test; independent.,0
684383.py,777328.py,0,0,0,0,0,0,0,0,Function-based isalpha/toggle solution vs the imperative sw-flag index loop; no shared naming or comments.,0
683736.py,742593.py,0,0,0,0,0,0,0,0,Prints char-by-char with a boolean sw and Spanish comments vs the c1/c2 string-building template; independent.,0
781392.py,793214.py,0,0,0,0,0,0,0,0,Counter with two separate ifs and .upper()/.lower() vs ord/chr +-32 arithmetic on a list; different techniques.,0
684756.py,777299.py,0,0,0,0,0,0,0,0,Function with isalpha toggle vs the imperative cad/baile/sw index loop; nothing shared beyond the assignment.,0
682489.py,683736.py,1,0,1,0,0,0,0,0,Byte-identical logic; the only difference is 683736 carrying explanatory Spanish comments on the space/case branches.,1
143304.py,143386.py,1,1,0,0,0,0,0,0,"Files are byte-for-byte identical, including the idiosyncratic c=-1 / c=c*-1 sign-flip toggle.",1
790343.py,792360.py,0,0,0,0,0,0,0,0,Pre-reads all lines into a list and uses min/max temporaries vs an ord-range solution; independent.,0
684123.py,742577.py,0,0,0,0,0,0,0,0,Print-as-you-go boolean solution vs the c1/c2 accumulator template; no shared markers.,0
682719.py,777348.py,0,0,0,0,0,0,0,0,Commented function solution vs the sw-flag index loop; different structure and naming.,0
134501.py,134533.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the unusual 'int (input ())' spacing and 1-space indentation.",1
682130.py,783732.py,0,0,0,0,0,0,0,0,Index loop printing with sw=0/continue vs 'for _ in range(int(input()))' with isalpha and a string accumulator.,0
729214.py,742511.py,0,0,0,0,0,0,0,0,Function plus main() guard with list/join vs the flat c1/c2 template; independent.,0
147710.py,134447.py,1,0,1,1,1,0,0,0,Both share the idiosyncratic (and buggy) twin-counter idiom 'if ch==space: n+=1;x+=1 else: n=0' with 'if x==0 or x%2==n'; identifiers renamed and the condition literal changed to x%2==0.,1
134390.py,134402.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including 'int (input ())' spacing and single-space indentation.",1
134481.py,134497.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, same unusual spacing/indentation style.",1
742517.py,777623.py,1,0,1,1,0,0,0,0,"Same cohort template: sw flag, 'for k/i in range(0,len(cad))', parenthesised space test, space appended verbatim; only identifiers (c1/c2 vs cad/baile) and minor spacing differ.",1
777328.py,777337.py,1,0,1,0,0,0,0,0,Identical code; 777328 only adds the '#cadena bailarina / #inicio / #fin' comment banner.,1
684366.py,684545.py,1,0,1,0,0,0,0,0,"Identical function es_bailarina with the same Spanish comments ('# Comenzamos con mayuscula', '# Conservamos caracteres no alfabeticos'); differs only in trailing whitespace on blank lines.",1
133318.py,777353.py,0,0,0,0,0,0,0,0,Prints each character immediately using a %2 counter vs building a string with an sw flag; independent.,0
134571.py,134595.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
743037.py,744480.py,1,0,1,0,0,0,0,0,"Identical c1/c2/sw code; 743037 only adds '# Inicio', '# cadena vacia', '#swith' comments.",1
684756.py,684883.py,0,0,0,0,0,0,0,0,"Both use the canonical isalpha+toggle function, but with entirely different identifiers and no shared comments - convergent, not derived.",0
759951.py,789477.py,0,0,0,0,0,0,0,0,Function with list/join vs a while-loop with index and sw=0; only the obvious toggle idea is shared.,0
777740.py,777758.py,1,0,1,0,0,0,0,0,"Identical cad/baile/sw code, differing only in a space inside 'range (0,len(cad))'.",1
148427.py,132359.py,0,0,0,0,0,0,0,0,Immediate printing with a %2 counter vs lowercasing first and building a string with duplicated branches.,0
134525.py,147209.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the stray blank line inside the space branch.",1
681725.py,777339.py,0,0,0,0,0,0,0,0,isalpha-based function vs the imperative sw template; independent.,0
133159.py,133870.py,0,0,0,0,0,0,0,0,Counter starting at 1 with a 'p' temporary and a stray empty-string break vs an increment/decrement counter on a lowercased line.,0
783732.py,795642.py,0,0,0,0,0,0,0,0,"Both toggle on isalpha, but one uses 'not flag' and a for _ header, the other explicit True/False assignments and a 'times' loop; convergent.",0
143848.py,691074.py,0,0,0,0,0,0,0,0,ord-range cascade vs a small isalpha function; different techniques.,0
784817.py,787481.py,0,0,0,0,0,0,0,0,"Both compress the case choice into a ternary, but one tests isalpha while the other uppercases the whole line first and tests for space; names differ - convergent.",0
143161.py,687148.py,0,0,0,0,0,0,0,0,sys.stdin with ord arithmetic and a list vs a short isalpha function; unrelated.,0
777277.py,777299.py,1,0,1,0,0,0,0,0,Same code and same semicolon-packed 'cad=input();baile=empty;sw=0' line; only indentation width differs.,1
682489.py,742574.py,0,0,0,0,0,0,0,0,Immediate printing with a boolean vs the c1/c2 accumulator template; independent.,0
729214.py,744343.py,0,0,0,0,0,0,0,0,Different guards (char != space with comments vs isalpha with an empty-string early return) and no shared comments.,0
685031.py,760008.py,0,0,0,0,0,0,0,0,"Both are commented isalpha functions but the comments, names and output strategy (immediate print vs collected list) all differ.",0
777468.py,777298.py,1,0,1,1,0,0,0,0,Same template including the redundant parenthesised space literal; only the inner index variable and a stray semicolon differ.,1
143804.py,744317.py,0,0,0,0,0,0,0,0,ord-range cascade vs a function using 'continue' on spaces; unrelated approaches.,0
777309.py,777311.py,1,0,1,0,0,0,0,0,Identical code; 777311 only adds the '#cadena bailarina / #inicio / #fin' comments and the 'sw=0 #mayusculas / 1: minusculas' note.,1
143545.py,684499.py,0,0,0,0,0,0,0,0,"Both pre-uppercase the line and use ord, but the letter tests, flag conventions (g=1/2 vs c=0/1) and structure differ substantially.",0
684816.py,789477.py,0,0,0,0,0,0,0,0,Function with list/join vs a while-loop index solution; independent.,0
684402.py,684816.py,1,0,1,1,0,0,0,0,"Function bodies are identical token-for-token, sharing the distinctive English names 's', 'result', 'capitalize' in an otherwise Spanish-named cohort; only the function name and driver comments differ.",1
711015.py,781392.py,0,0,0,0,0,0,0,0,ord/chr arithmetic in a while loop vs .upper()/.lower() with a counter; different techniques.,0
143699.py,143791.py,0,0,0,0,0,0,0,0,String accumulation with a z counter vs immediate printing using isspace() and contador=2; independent.,0
143376.py,693100.py,0,0,0,0,0,0,0,0,Sign-flip (c=-1) toggle in a function vs a while loop with a boolean bandera; different.,0
682139.py,786177.py,0,0,0,0,0,0,0,0,Both canonical isalpha functions but with unrelated identifiers (resultado/es_mayuscula vs s/a) and different drivers.,0
682489.py,742593.py,0,0,0,0,0,0,0,0,Immediate printing vs the c1/c2 template with #INICIO/#FIN; independent.,0
777504.py,777651.py,1,0,1,0,0,0,0,0,"Identical code, differing only in a space in 'len (cad)' and the '#inicio/#fin' comments.",1
133937.py,801329.py,0,0,0,0,0,0,0,0,Twin-counter idiom vs a solve() function using abs(sw-1) and a length-1 space guard.,0
742520.py,786177.py,0,0,0,0,0,0,0,0,c1/c2 template accumulating into one big string vs an isalpha function; unrelated.,0
682543.py,683339.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
134319.py,686746.py,0,0,0,0,0,0,0,0,Letter test via an explicit alphabet string vs a lowercased char-range comparison with a duplicated toggle; different.,0
684816.py,742574.py,0,0,0,0,0,0,0,0,Function with list/join vs the c1/c2 template; independent.,0
686801.py,759895.py,1,0,1,1,0,0,0,0,Both use the distinctive default-space temporary ('var = space' then overwrite) with identical statement order; only identifier names (X/C vs palFinal/cont) differ.,1
684454.py,684682.py,1,0,1,1,0,0,0,0,Identical print-as-you-go structure including the inverted 'if sw: lower else: upper' ordering and trailing double space after the space test; pure identifier rename.,1
133318.py,777349.py,0,0,0,0,0,0,0,0,Immediate printing with a counter vs string building with sw; independent.,0
134310.py,777354.py,0,0,0,0,0,0,0,0,Immediate printing with a %2 counter vs the cad/baile/sw template; independent.,0
782144.py,793214.py,0,0,0,0,0,0,0,0,s=(s+1)%2 toggle with .upper()/.lower() vs ord/chr arithmetic with semicolon-terminated lines; different.,0
684402.py,777234.py,0,0,0,0,0,0,0,0,English-named function with list/join vs the imperative sw template; independent.,0
785894.py,794243.py,0,0,0,0,0,0,0,0,Boolean toggle on a plain string vs the odd concatenation temporary with blank lines between every statement.,0
133937.py,134072.py,1,0,1,1,0,0,0,0,Identical twin-counter code including the same tab indentation and 'y=str(i.upper())' intermediate; only the outer loop variable is renamed.,1
692262.py,743010.py,0,0,0,0,0,0,0,0,Commented isalpha function vs the lowercase-first counter template; unrelated.,0
684989.py,685096.py,1,0,1,1,0,0,0,0,Identical inline print structure with the same sw=False toggle and branch order; only identifiers renamed (frase/char vs t/c) plus an added '#enteros' header.,1
134279.py,134286.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the 'c' accumulator declared outside the loop and reset after printing.",1
134159.py,777273.py,0,0,0,0,0,0,0,0,Twin-counter (n/x) idiom vs the cad/baile/sw template; different families.,0
759949.py,799085.py,0,0,0,0,0,0,0,0,Explicit alphabet-string membership test vs ord arithmetic with a t=1-t toggle; independent.,0
147206.py,682351.py,0,0,0,0,0,0,0,0,Lowercase-first counter loop vs a function with isalpha toggle; unrelated approaches.,0
759933.py,782005.py,0,0,0,0,0,0,0,0,Function with char-range test vs sys.stdin.read with ascii_val arithmetic; unrelated.,0
134640.py,143112.py,1,1,0,0,0,0,0,0,Identical apart from a trailing newline; same unusual 'int (input ())' spacing and 1-space indent.,1
147213.py,783667.py,0,0,0,0,0,0,0,0,Unusual 'int (input ())' 1-space-indent style vs a conventional 4-space aux/c accumulator; no shared markers.,0
791117.py,796747.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the pointless 'i=i+1' inside the loop.",1
683276.py,791558.py,0,0,0,0,0,0,0,0,"Both canonical isalpha toggles, but abbreviations (ns/m) vs commented res/mayus with .strip(); convergent.",0
134377.py,134512.py,1,1,0,0,0,0,0,0,Identical apart from a trailing blank line.,1
132456.py,147206.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the shared 'range(n + 1)' off-by-one and lowercase-first technique.",1
143835.py,143848.py,1,1,0,0,0,0,0,0,Identical apart from a trailing blank line; same ord()/32-offset four-branch cascade.,1
777300.py,777303.py,1,0,1,0,0,0,0,0,Identical cad/baile/sw code including the semicolon-packed declaration line; differs only in incidental spacing.,1
143839.py,787481.py,0,0,0,0,0,0,0,0,while-loop with a y flag vs a ternary over a pre-uppercased line; independent.,0
684556.py,684568.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
782005.py,782006.py,1,0,1,1,1,1,1,0,"Both are the same sys.stdin/ascii_val program with identical variable names; 782006 replaces the 'continue' space-guard with a 'y=y-1' decrement, changing only the control flow.",1
766470.py,777286.py,0,0,0,0,0,0,0,0,Function using the default-space temporary trick vs the imperative sw template; different families.,0
143207.py,143208.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the same 'cad[0].upper()' seeding and trailing spaces after print(s).",1
134408.py,134410.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
134206.py,759933.py,0,0,0,0,0,0,0,0,Idiosyncratic dual upper/lower copies with a growing length counter vs a clean char-range function; unrelated.,0
134369.py,143376.py,0,0,0,0,0,0,0,0,Immediate printing with c%2 vs a cambio() function with the c=-1 sign-flip; different.,0
