File_1,File_2,Label,L0,L1,L2,L3,L4,L5,L6,Notes,Human_Label
777253.py,777257.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777271.py,777289.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777293.py,777310.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
777315.py,777316.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777317.py,777404.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
777451.py,777511.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777740.py,777758.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777839.py,777882.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
133318.py,134294.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
134310.py,134322.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
134397.py,134506.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
134525.py,147209.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
147781.py,147927.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
147958.py,148393.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
134279.py,134286.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
134377.py,134512.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
134514.py,134518.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
147390.py,147393.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
147598.py,147947.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
682489.py,683736.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684123.py,684176.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684454.py,684682.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684989.py,685096.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
685273.py,685347.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
682351.py,683319.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684366.py,684545.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684756.py,684883.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
685184.py,692262.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
682130.py,682522.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
682543.py,683339.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
684556.py,684568.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
742511.py,742558.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
742574.py,742577.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
743037.py,744480.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
143425.py,143797.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
143804.py,143807.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
143835.py,143848.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
683715.py,683718.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
712316.py,759999.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
773117.py,777661.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
133937.py,134072.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
147247.py,147694.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
681979.py,684272.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684402.py,684816.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
132456.py,147206.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
743010.py,760031.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
143304.py,143386.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
681725.py,681835.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
681941.py,755549.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
686801.py,759895.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
687148.py,687594.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777286.py,777459.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
134159.py,134226.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
134369.py,147214.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
143207.py,143208.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
143831.py,143839.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
681679.py,685310.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
682646.py,682719.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
742516.py,742520.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
761758.py,762232.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
777287.py,777332.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777320.py,777321.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
777340.py,777341.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
791117.py,796747.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
796995.py,796996.py,1,1,0,0,0,0,0,0,Byte-identical files (verbatim copy).,1
682460.py,759951.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
751402.py,742593.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777273.py,777356.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777304.py,777350.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
781288.py,798958.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
782005.py,782006.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
743318.py,783625.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
777468.py,777298.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
718122.py,143394.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
684383.py,687509.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
742517.py,777623.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
685031.py,760008.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
147710.py,134447.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
683276.py,791558.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
742627.py,777281.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
147213.py,783667.py,1,0,1,1,0,0,0,0,"Same control-flow structure (toggle-case-per-character loop); differs only in identifier names, formatting, or comments.",1
689979.py,797058.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
784817.py,787481.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
783732.py,795642.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
777736.py,799313.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
682139.py,786177.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
729214.py,744343.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
777640.py,789477.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
132244.py,143199.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
691074.py,785878.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
787345.py,759924.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
134319.py,686746.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
684604.py,147901.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
681552.py,787865.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
142889.py,761902.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
685362.py,744348.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
143376.py,782144.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
699134.py,777255.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
148427.py,132359.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
761518.py,788716.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
744317.py,792290.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
694707.py,777601.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
133900.py,143211.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
697252.py,766470.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
133159.py,133870.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
143545.py,684499.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
785894.py,794243.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
682525.py,801329.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
147899.py,787890.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
695038.py,778654.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
700451.py,799085.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
143699.py,143791.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
759949.py,793214.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
147367.py,694470.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
711015.py,781392.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
762155.py,792360.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
134105.py,134206.py,1,0,1,1,0,1,1,0,"Same toggle-case algorithm but implemented with a different control construct or toggle mechanism (e.g. boolean flip vs modulo counter vs sign multiplication, ternary vs if/else, isalpha() vs direct space check).",1
143161.py,687148.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.22); no shared idiosyncratic naming, structure, or technique.",0
143161.py,687594.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.22); no shared idiosyncratic naming, structure, or technique.",0
693100.py,711015.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.251); no shared idiosyncratic naming, structure, or technique.",0
134206.py,759933.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.262); no shared idiosyncratic naming, structure, or technique.",0
685362.py,762155.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.262); no shared idiosyncratic naming, structure, or technique.",0
134206.py,681835.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.266); no shared idiosyncratic naming, structure, or technique.",0
711015.py,778654.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.268); no shared idiosyncratic naming, structure, or technique.",0
143425.py,681835.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.27); no shared idiosyncratic naming, structure, or technique.",0
143425.py,685362.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.27); no shared idiosyncratic naming, structure, or technique.",0
781392.py,792360.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.27); no shared idiosyncratic naming, structure, or technique.",0
759933.py,782005.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.273); no shared idiosyncratic naming, structure, or technique.",0
143376.py,693100.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.274); no shared idiosyncratic naming, structure, or technique.",0
744348.py,762155.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.277); no shared idiosyncratic naming, structure, or technique.",0
742709.py,790343.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.279); no shared idiosyncratic naming, structure, or technique.",0
143797.py,744348.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.28); no shared idiosyncratic naming, structure, or technique.",0
143797.py,787865.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.282); no shared idiosyncratic naming, structure, or technique.",0
143804.py,787865.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.282); no shared idiosyncratic naming, structure, or technique.",0
143804.py,744317.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.283); no shared idiosyncratic naming, structure, or technique.",0
143807.py,744317.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.283); no shared idiosyncratic naming, structure, or technique.",0
143807.py,687148.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.284); no shared idiosyncratic naming, structure, or technique.",0
143835.py,687594.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.284); no shared idiosyncratic naming, structure, or technique.",0
143835.py,691074.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.284); no shared idiosyncratic naming, structure, or technique.",0
143848.py,691074.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.284); no shared idiosyncratic naming, structure, or technique.",0
699134.py,742709.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.285); no shared idiosyncratic naming, structure, or technique.",0
143848.py,744343.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.287); no shared idiosyncratic naming, structure, or technique.",0
760008.py,782005.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.287); no shared idiosyncratic naming, structure, or technique.",0
760008.py,782006.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.287); no shared idiosyncratic naming, structure, or technique.",0
682460.py,782006.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.291); no shared idiosyncratic naming, structure, or technique.",0
790343.py,792360.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.292); no shared idiosyncratic naming, structure, or technique.",0
134105.py,682460.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.294); no shared idiosyncratic naming, structure, or technique.",0
143545.py,149231.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.294); no shared idiosyncratic naming, structure, or technique.",0
134105.py,759951.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.297); no shared idiosyncratic naming, structure, or technique.",0
681679.py,700451.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.297); no shared idiosyncratic naming, structure, or technique.",0
781392.py,793214.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.297); no shared idiosyncratic naming, structure, or technique.",0
147901.py,697252.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.298); no shared idiosyncratic naming, structure, or technique.",0
134369.py,143376.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.299); no shared idiosyncratic naming, structure, or technique.",0
147901.py,785878.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.299); no shared idiosyncratic naming, structure, or technique.",0
685310.py,700451.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.3); no shared idiosyncratic naming, structure, or technique.",0
143545.py,785894.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.301); no shared idiosyncratic naming, structure, or technique.",0
149231.py,684499.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.309); no shared idiosyncratic naming, structure, or technique.",0
759951.py,789477.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.312); no shared idiosyncratic naming, structure, or technique.",0
766470.py,777286.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.314); no shared idiosyncratic naming, structure, or technique.",0
766470.py,777459.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.314); no shared idiosyncratic naming, structure, or technique.",0
744343.py,777234.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.316); no shared idiosyncratic naming, structure, or technique.",0
133870.py,761758.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.317); no shared idiosyncratic naming, structure, or technique.",0
133870.py,762232.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.317); no shared idiosyncratic naming, structure, or technique.",0
134369.py,761758.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.317); no shared idiosyncratic naming, structure, or technique.",0
147214.py,762232.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.317); no shared idiosyncratic naming, structure, or technique.",0
681979.py,761518.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.32); no shared idiosyncratic naming, structure, or technique.",0
684272.py,761518.py,0,0,0,0,0,0,0,0,"Independent implementations (algorithmic avg similarity=0.32); no shared idiosyncratic naming, structure, or technique.",0
